cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual,ano_primeira_interacao,mes_primeira_interacao,dia_primeira_interacao,cliente_habitual_bool,anos_desde_primeira_interacao,faixa_etaria
C002587,20,M,PT,Aveiro,2024-02-08,Ambos,Sim,2024,2,8,True,1.7,18-24
C005199,28,M,ES,Estrangeiro,2024-07-25,Restaurante,Não,2024,7,25,False,1.2,25-34
C003440,46,F,FR,Estrangeiro,2023-01-12,Restaurante,Não,2023,1,12,False,2.8,45-54
C003555,18,M,UK,Estrangeiro,2024-06-20,Hotel,Sim,2024,6,20,True,1.3,18-24
C000454,50,F,FR,Estrangeiro,2024-01-31,Hotel,Não,2024,1,31,False,1.7,45-54
C006585,67,F,Outro,Estrangeiro,2023-02-13,Restaurante,Não,2023,2,13,False,2.7,65+
C002813,69,F,ES,Estrangeiro,2024-03-17,Restaurante,Não,2024,3,17,False,1.6,65+
C002837,72,M,FR,Estrangeiro,2024-05-02,Restaurante,Não,2024,5,2,False,1.5,65+
C000252,56,F,PT,Aveiro,2024-12-23,Restaurante,Sim,2024,12,23,True,0.8,55-64
C006636,35,F,PT,Lisboa,2024-05-21,Restaurante,Não,2024,5,21,False,1.4,35-44
C001023,41,M,UK,Estrangeiro,2023-06-04,Hotel,Não,2023,6,4,False,2.4,35-44
C007648,74,F,PT,Porto,2023-08-01,Restaurante,Não,2023,8,1,False,2.2,65+
C001011,63,F,PT,Aveiro,2024-08-20,Hotel,Não,2024,8,20,False,1.2,55-64
C004650,38,M,PT,Porto,2024-10-03,Restaurante,Não,2024,10,3,False,1.0,35-44
C006002,31,F,ES,Estrangeiro,2023-12-26,Restaurante,Não,2023,12,26,False,1.8,25-34
C001673,35,M,PT,Lisboa,2024-04-25,Restaurante,Sim,2024,4,25,True,1.5,35-44
C000626,33,M,ES,Estrangeiro,2024-03-13,Restaurante,Não,2024,3,13,False,1.6,25-34
C007794,34,F,UK,Estrangeiro,2023-03-24,Restaurante,Não,2023,3,24,False,2.6,25-34
C002111,33,F,UK,Estrangeiro,2023-04-19,Hotel,Sim,2023,4,19,True,2.5,25-34
C001466,51,M,PT,Lisboa,2024-12-15,Hotel,Não,2024,12,15,False,0.8,45-54
C007530,18,M,ES,Estrangeiro,2024-03-13,Restaurante,Não,2024,3,13,False,1.6,18-24
C004735,46,F,PT,Braga,2023-06-22,Hotel,Não,2023,6,22,False,2.3,45-54
C004267,46,M,PT,Porto,2023-07-03,Restaurante,Não,2023,7,3,False,2.3,45-54
C003092,54,F,PT,Porto,2023-08-31,Hotel,Sim,2023,8,31,True,2.1,45-54
C006973,72,F,PT,Porto,2023-02-25,Restaurante,Não,2023,2,25,False,2.6,65+
C001889,34,F,PT,Faro,2023-06-16,Ambos,Sim,2023,6,16,True,2.3,25-34
C001609,47,F,PT,Aveiro,2023-10-18,Restaurante,Não,2023,10,18,False,2.0,45-54
C001745,27,M,FR,Estrangeiro,2023-05-14,Restaurante,Não,2023,5,14,False,2.4,25-34
C000158,49,F,UK,Estrangeiro,2024-04-26,Restaurante,Não,2024,4,26,False,1.5,45-54
C002440,18,F,Outro,Estrangeiro,2023-04-15,Restaurante,Não,2023,4,15,False,2.5,18-24
C002200,49,F,PT,Aveiro,2024-06-25,Restaurante,Não,2024,6,25,False,1.3,45-54
C003095,28,M,PT,Porto,2023-02-08,Ambos,Sim,2023,2,8,True,2.7,25-34
C006214,21,M,PT,Lisboa,2024-01-15,Hotel,Não,2024,1,15,False,1.8,18-24
C000504,51,F,ES,Estrangeiro,2024-08-08,Restaurante,Não,2024,8,8,False,1.2,45-54
C006187,48,M,PT,Porto,2024-01-21,Restaurante,Sim,2024,1,21,True,1.7,45-54
C000316,42,M,PT,Outro,2023-05-14,Restaurante,Não,2023,5,14,False,2.4,35-44
C000711,45,M,PT,Porto,2024-02-12,Restaurante,Não,2024,2,12,False,1.7,45-54
C003969,74,F,FR,Estrangeiro,2023-08-27,Restaurante,Não,2023,8,27,False,2.1,65+
C004175,39,M,ES,Estrangeiro,2023-04-29,Restaurante,Não,2023,4,29,False,2.5,35-44
C003718,78,F,PT,Aveiro,2024-08-31,Restaurante,Sim,2024,8,31,True,1.1,65+
C007083,29,F,ES,Estrangeiro,2023-03-30,Hotel,Não,2023,3,30,False,2.6,25-34
C000857,28,M,PT,Faro,2023-01-25,Hotel,Não,2023,1,25,False,2.7,25-34
C003323,18,F,PT,Faro,2023-05-19,Restaurante,Não,2023,5,19,False,2.4,18-24
C005003,18,M,PT,Lisboa,2024-06-11,Ambos,Sim,2024,6,11,True,1.4,18-24
C002657,24,F,PT,Porto,2023-10-03,Ambos,Não,2023,10,3,False,2.0,18-24
C000320,39,F,ES,Estrangeiro,2023-03-07,Hotel,Não,2023,3,7,False,2.6,35-44
C000430,18,M,FR,Estrangeiro,2024-04-25,Restaurante,Não,2024,4,25,False,1.5,18-24
C001019,36,F,PT,Porto,2023-05-01,Hotel,Não,2023,5,1,False,2.5,35-44
C001427,74,M,PT,Porto,2024-01-30,Restaurante,Não,2024,1,30,False,1.7,65+
C007943,18,M,PT,Lisboa,2023-02-19,Restaurante,Não,2023,2,19,False,2.7,18-24
C003704,28,F,PT,Outro,2023-03-26,Restaurante,Não,2023,3,26,False,2.6,25-34
C006544,39,M,Outro,Estrangeiro,2023-05-31,Restaurante,Não,2023,5,31,False,2.4,35-44
C002108,52,F,FR,Estrangeiro,2024-04-05,Restaurante,Sim,2024,4,5,True,1.5,45-54
C007146,49,F,PT,Aveiro,2024-09-22,Restaurante,Não,2024,9,22,False,1.1,45-54
C006606,18,F,DE,Estrangeiro,2024-01-08,Restaurante,Não,2024,1,8,False,1.8,18-24
C007531,62,M,FR,Estrangeiro,2023-03-27,Restaurante,Não,2023,3,27,False,2.6,55-64
C007979,43,F,ES,Estrangeiro,2024-12-26,Hotel,Não,2024,12,26,False,0.8,35-44
C007945,48,M,PT,Coimbra,2023-07-21,Hotel,Não,2023,7,21,False,2.2,45-54
C001194,47,M,PT,Braga,2023-12-05,Hotel,Não,2023,12,5,False,1.9,45-54
C006358,18,F,PT,Aveiro,2024-12-31,Restaurante,Não,2024,12,31,False,0.8,18-24
C004114,18,F,Outro,Estrangeiro,2023-10-27,Restaurante,Não,2023,10,27,False,2.0,18-24
C005741,47,F,PT,Porto,2024-10-06,Restaurante,Não,2024,10,6,False,1.0,45-54
C001841,39,F,PT,Porto,2024-05-26,Hotel,Não,2024,5,26,False,1.4,35-44
C002535,35,M,DE,Estrangeiro,2023-12-01,Ambos,Não,2023,12,1,False,1.9,35-44
C001863,54,F,PT,Outro,2024-01-20,Ambos,Sim,2024,1,20,True,1.7,45-54
C005837,18,M,PT,Porto,2024-06-06,Restaurante,Não,2024,6,6,False,1.4,18-24
C007774,49,M,Outro,Estrangeiro,2023-09-03,Restaurante,Não,2023,9,3,False,2.1,45-54
C006700,28,F,PT,Aveiro,2024-03-20,Restaurante,Não,2024,3,20,False,1.6,25-34
C003046,18,F,PT,Faro,2023-01-28,Ambos,Sim,2023,1,28,True,2.7,18-24
C002629,34,F,FR,Estrangeiro,2023-07-07,Hotel,Não,2023,7,7,False,2.3,25-34
C004229,46,M,PT,Lisboa,2024-10-01,Restaurante,Não,2024,10,1,False,1.0,45-54
C006061,42,M,PT,Porto,2023-08-16,Restaurante,Sim,2023,8,16,True,2.2,35-44
C004230,42,F,PT,Porto,2023-08-14,Restaurante,Não,2023,8,14,False,2.2,35-44
C001282,39,M,Outro,Estrangeiro,2024-02-14,Hotel,Não,2024,2,14,False,1.7,35-44
C007741,53,F,ES,Estrangeiro,2023-03-15,Restaurante,Não,2023,3,15,False,2.6,45-54
C007289,55,M,PT,Braga,2024-12-11,Restaurante,Não,2024,12,11,False,0.9,55-64
C005503,44,M,UK,Estrangeiro,2023-04-28,Restaurante,Não,2023,4,28,False,2.5,35-44
C004221,18,M,PT,Outro,2024-10-05,Restaurante,Não,2024,10,5,False,1.0,18-24
C004546,51,M,PT,Lisboa,2023-05-20,Restaurante,Não,2023,5,20,False,2.4,45-54
C007699,49,M,PT,Porto,2024-06-23,Restaurante,Não,2024,6,23,False,1.3,45-54
C000744,42,M,PT,Porto,2023-04-27,Restaurante,Sim,2023,4,27,True,2.5,35-44
C005529,39,M,PT,Lisboa,2024-05-10,Hotel,Sim,2024,5,10,True,1.4,35-44
C002234,56,M,PT,Porto,2024-02-04,Ambos,Sim,2024,2,4,True,1.7,55-64
C004505,38,F,PT,Outro,2023-03-16,Restaurante,Não,2023,3,16,False,2.6,35-44
C006247,50,M,PT,Lisboa,2024-04-14,Hotel,Não,2024,4,14,False,1.5,45-54
C006097,23,M,ES,Estrangeiro,2024-10-16,Restaurante,Não,2024,10,16,False,1.0,18-24
C007771,56,M,DE,Estrangeiro,2024-05-29,Restaurante,Sim,2024,5,29,True,1.4,55-64
C005278,21,M,PT,Porto,2024-03-31,Hotel,Não,2024,3,31,False,1.5,18-24
C003616,53,M,PT,Porto,2024-01-06,Restaurante,Não,2024,1,6,False,1.8,45-54
C004790,39,F,FR,Estrangeiro,2024-02-04,Restaurante,Não,2024,2,4,False,1.7,35-44
C007497,33,F,FR,Estrangeiro,2023-06-20,Restaurante,Não,2023,6,20,False,2.3,25-34
C002698,21,F,UK,Estrangeiro,2024-04-04,Restaurante,Sim,2024,4,4,True,1.5,18-24
C001702,49,M,ES,Estrangeiro,2024-11-24,Restaurante,Não,2024,11,24,False,0.9,45-54
C000997,70,M,PT,Porto,2023-06-27,Hotel,Não,2023,6,27,False,2.3,65+
C004039,41,M,DE,Estrangeiro,2024-04-11,Restaurante,Não,2024,4,11,False,1.5,35-44
C004658,26,F,ES,Estrangeiro,2023-05-08,Hotel,Não,2023,5,8,False,2.4,25-34
C007907,43,F,PT,Coimbra,2023-09-19,Restaurante,Não,2023,9,19,False,2.1,35-44
C004718,60,M,ES,Estrangeiro,2023-12-19,Ambos,Sim,2023,12,19,True,1.8,55-64
C004716,41,M,PT,Faro,2023-05-24,Restaurante,Sim,2023,5,24,True,2.4,35-44
C003483,36,M,ES,Estrangeiro,2023-09-19,Hotel,Não,2023,9,19,False,2.1,35-44
C006370,35,F,PT,Lisboa,2023-02-02,Restaurante,Não,2023,2,2,False,2.7,35-44
C005894,18,M,PT,Porto,2024-08-21,Restaurante,Não,2024,8,21,False,1.2,18-24
C005147,40,M,UK,Estrangeiro,2024-01-06,Restaurante,Sim,2024,1,6,True,1.8,35-44
C001085,48,M,PT,Faro,2024-06-01,Hotel,Não,2024,6,1,False,1.4,45-54
C002267,18,F,ES,Estrangeiro,2023-12-28,Hotel,Não,2023,12,28,False,1.8,18-24
C001923,24,M,PT,Lisboa,2024-11-23,Restaurante,Não,2024,11,23,False,0.9,18-24
C007224,80,F,PT,Lisboa,2023-09-12,Hotel,Não,2023,9,12,False,2.1,65+
C001047,52,M,ES,Estrangeiro,2023-01-21,Restaurante,Sim,2023,1,21,True,2.7,45-54
C001347,18,F,DE,Estrangeiro,2024-12-18,Hotel,Não,2024,12,18,False,0.8,18-24
C005923,52,M,PT,Viseu,2024-10-12,Restaurante,Não,2024,10,12,False,1.0,45-54
C001177,18,F,DE,Estrangeiro,2023-04-19,Restaurante,Não,2023,4,19,False,2.5,18-24
C006283,56,M,PT,Porto,2024-03-12,Restaurante,Sim,2024,3,12,True,1.6,55-64
C007037,18,M,PT,Outro,2024-08-15,Hotel,Não,2024,8,15,False,1.2,18-24
C006084,44,F,UK,Estrangeiro,2023-09-23,Restaurante,Não,2023,9,23,False,2.1,35-44
C005915,38,M,ES,Estrangeiro,2024-06-04,Restaurante,Não,2024,6,4,False,1.4,35-44
C004839,63,F,Outro,Estrangeiro,2023-01-27,Ambos,Sim,2023,1,27,True,2.7,55-64
C001422,59,F,UK,Estrangeiro,2023-03-04,Hotel,Sim,2023,3,4,True,2.6,55-64
C006076,29,M,PT,Lisboa,2023-11-29,Hotel,Não,2023,11,29,False,1.9,25-34
C004150,45,F,PT,Lisboa,2024-12-21,Hotel,Não,2024,12,21,False,0.8,45-54
C005776,21,F,PT,Braga,2023-03-04,Restaurante,Sim,2023,3,4,True,2.6,18-24
C000909,52,M,ES,Estrangeiro,2023-07-12,Restaurante,Não,2023,7,12,False,2.3,45-54
C002914,54,M,ES,Estrangeiro,2023-06-06,Ambos,Sim,2023,6,6,True,2.4,45-54
C006852,29,F,ES,Estrangeiro,2024-03-30,Ambos,Sim,2024,3,30,True,1.6,25-34
C001973,52,F,ES,Estrangeiro,2023-11-04,Hotel,Não,2023,11,4,False,2.0,45-54
C006528,41,F,ES,Estrangeiro,2024-09-27,Hotel,Não,2024,9,27,False,1.1,35-44
C007919,30,F,PT,Braga,2024-05-06,Restaurante,Sim,2024,5,6,True,1.5,25-34
C003734,44,F,FR,Estrangeiro,2023-08-19,Hotel,Não,2023,8,19,False,2.2,35-44
C000394,71,F,FR,Estrangeiro,2024-11-26,Restaurante,Não,2024,11,26,False,0.9,65+
C000684,49,M,ES,Estrangeiro,2023-12-21,Restaurante,Não,2023,12,21,False,1.8,45-54
C000231,30,M,PT,Lisboa,2023-11-28,Hotel,Não,2023,11,28,False,1.9,25-34
C007948,54,M,PT,Viseu,2024-02-13,Hotel,Não,2024,2,13,False,1.7,45-54
C001431,46,F,ES,Estrangeiro,2024-12-20,Restaurante,Não,2024,12,20,False,0.8,45-54
C000677,24,F,UK,Estrangeiro,2024-07-31,Restaurante,Não,2024,7,31,False,1.2,18-24
C006464,51,F,FR,Estrangeiro,2023-01-31,Ambos,Sim,2023,1,31,True,2.7,45-54
C002139,22,F,DE,Estrangeiro,2024-11-20,Restaurante,Sim,2024,11,20,True,0.9,18-24
C006927,42,M,ES,Estrangeiro,2023-11-04,Restaurante,Sim,2023,11,4,True,2.0,35-44
C000034,25,M,PT,Porto,2023-01-04,Restaurante,Sim,2023,1,4,True,2.8,25-34
C002808,28,F,PT,Aveiro,2023-03-22,Restaurante,Não,2023,3,22,False,2.6,25-34
C000958,49,M,ES,Estrangeiro,2024-02-01,Restaurante,Não,2024,2,1,False,1.7,45-54
C007872,72,F,ES,Estrangeiro,2024-09-22,Ambos,Sim,2024,9,22,True,1.1,65+
C006343,39,F,PT,Coimbra,2024-03-30,Ambos,Sim,2024,3,30,True,1.6,35-44
C001633,31,M,ES,Estrangeiro,2023-03-21,Hotel,Não,2023,3,21,False,2.6,25-34
C007418,27,M,ES,Estrangeiro,2023-11-12,Restaurante,Não,2023,11,12,False,1.9,25-34
C004263,54,M,PT,Lisboa,2024-06-17,Restaurante,Não,2024,6,17,False,1.3,45-54
C002224,39,M,FR,Estrangeiro,2024-05-29,Restaurante,Não,2024,5,29,False,1.4,35-44
C003379,50,F,ES,Estrangeiro,2024-12-14,Restaurante,Não,2024,12,14,False,0.8,45-54
C007160,35,F,PT,Outro,2023-08-07,Restaurante,Não,2023,8,7,False,2.2,35-44
C000062,39,M,PT,Lisboa,2024-02-15,Restaurante,Não,2024,2,15,False,1.7,35-44
C004571,32,F,PT,Porto,2023-08-22,Hotel,Não,2023,8,22,False,2.2,25-34
C001808,50,M,PT,Aveiro,2024-12-15,Hotel,Sim,2024,12,15,True,0.8,45-54
C001278,48,F,PT,Porto,2024-11-03,Ambos,Sim,2024,11,3,True,1.0,45-54
C007535,33,M,FR,Estrangeiro,2024-03-29,Restaurante,Não,2024,3,29,False,1.6,25-34
C003516,49,M,FR,Estrangeiro,2024-04-17,Ambos,Sim,2024,4,17,True,1.5,45-54
C000333,43,F,UK,Estrangeiro,2024-02-13,Restaurante,Não,2024,2,13,False,1.7,35-44
C006073,44,M,Outro,Estrangeiro,2023-05-11,Ambos,Sim,2023,5,11,True,2.4,35-44
C002376,65,M,PT,Faro,2024-03-03,Restaurante,Não,2024,3,3,False,1.6,65+
C007172,38,F,ES,Estrangeiro,2024-05-01,Restaurante,Sim,2024,5,1,True,1.5,35-44
C001262,43,F,PT,Lisboa,2024-08-01,Restaurante,Não,2024,8,1,False,1.2,35-44
C005608,35,F,PT,Lisboa,2024-04-04,Restaurante,Não,2024,4,4,False,1.5,35-44
C005304,50,F,FR,Estrangeiro,2023-09-07,Restaurante,Não,2023,9,7,False,2.1,45-54
C005628,57,F,UK,Estrangeiro,2024-02-28,Hotel,Não,2024,2,28,False,1.6,55-64
C000737,46,F,DE,Estrangeiro,2023-08-26,Restaurante,Não,2023,8,26,False,2.1,45-54
C006416,31,M,FR,Estrangeiro,2024-04-07,Restaurante,Sim,2024,4,7,True,1.5,25-34
C006089,46,M,PT,Outro,2024-06-05,Restaurante,Não,2024,6,5,False,1.4,45-54
C002898,69,F,PT,Braga,2023-08-16,Restaurante,Não,2023,8,16,False,2.2,65+
C003245,39,M,FR,Estrangeiro,2023-12-01,Restaurante,Não,2023,12,1,False,1.9,35-44
C005365,38,M,FR,Estrangeiro,2024-06-21,Hotel,Não,2024,6,21,False,1.3,35-44
C003289,31,M,PT,Lisboa,2024-12-21,Restaurante,Sim,2024,12,21,True,0.8,25-34
C006460,43,M,ES,Estrangeiro,2023-03-09,Ambos,Sim,2023,3,9,True,2.6,35-44
C007285,61,F,ES,Estrangeiro,2023-11-22,Ambos,Sim,2023,11,22,True,1.9,55-64
C006450,47,F,ES,Estrangeiro,2023-01-06,Restaurante,Não,2023,1,6,False,2.8,45-54
C003300,60,F,PT,Outro,2024-02-11,Restaurante,Não,2024,2,11,False,1.7,55-64
C002474,19,F,PT,Lisboa,2023-10-18,Restaurante,Não,2023,10,18,False,2.0,18-24
C002307,51,M,ES,Estrangeiro,2024-02-25,Hotel,Sim,2024,2,25,True,1.6,45-54
C001375,65,M,PT,Porto,2024-07-01,Restaurante,Não,2024,7,1,False,1.3,65+
C006172,44,F,ES,Estrangeiro,2023-03-18,Restaurante,Não,2023,3,18,False,2.6,35-44
C007742,39,F,FR,Estrangeiro,2023-09-13,Restaurante,Não,2023,9,13,False,2.1,35-44
C007894,25,M,ES,Estrangeiro,2023-01-10,Ambos,Sim,2023,1,10,True,2.8,25-34
C002599,61,F,ES,Estrangeiro,2023-12-27,Restaurante,Não,2023,12,27,False,1.8,55-64
C003430,59,F,PT,Lisboa,2023-01-02,Restaurante,Não,2023,1,2,False,2.8,55-64
C002604,22,M,FR,Estrangeiro,2024-03-08,Restaurante,Não,2024,3,8,False,1.6,18-24
C003878,45,F,ES,Estrangeiro,2023-02-12,Restaurante,Não,2023,2,12,False,2.7,45-54
C007864,31,M,ES,Estrangeiro,2024-01-26,Hotel,Não,2024,1,26,False,1.7,25-34
C006576,60,M,ES,Estrangeiro,2024-06-30,Restaurante,Não,2024,6,30,False,1.3,55-64
C007118,36,M,FR,Estrangeiro,2024-06-06,Restaurante,Não,2024,6,6,False,1.4,35-44
C001079,66,F,PT,Viseu,2024-06-21,Restaurante,Não,2024,6,21,False,1.3,65+
C003521,50,F,PT,Lisboa,2023-09-24,Ambos,Sim,2023,9,24,True,2.1,45-54
C001164,18,M,Outro,Estrangeiro,2024-07-04,Restaurante,Sim,2024,7,4,True,1.3,18-24
C006578,25,F,PT,Faro,2023-10-17,Restaurante,Não,2023,10,17,False,2.0,25-34
C003833,58,F,DE,Estrangeiro,2024-11-05,Hotel,Não,2024,11,5,False,1.0,55-64
C005442,31,F,PT,Outro,2024-11-28,Hotel,Não,2024,11,28,False,0.9,25-34
C000080,18,M,PT,Porto,2024-07-10,Hotel,Não,2024,7,10,False,1.3,18-24
C002586,31,M,FR,Estrangeiro,2024-07-04,Restaurante,Sim,2024,7,4,True,1.3,25-34
C006907,23,F,ES,Estrangeiro,2024-03-07,Hotel,Não,2024,3,7,False,1.6,18-24
C006817,18,M,PT,Braga,2024-07-25,Hotel,Não,2024,7,25,False,1.2,18-24
C004510,40,M,Outro,Estrangeiro,2024-10-20,Restaurante,Sim,2024,10,20,True,1.0,35-44
C007166,40,F,PT,Faro,2024-12-07,Restaurante,Não,2024,12,7,False,0.9,35-44
C005926,28,M,PT,Outro,2023-01-09,Ambos,Sim,2023,1,9,True,2.8,25-34
C004596,44,F,PT,Aveiro,2023-10-28,Hotel,Não,2023,10,28,False,2.0,35-44
C001791,18,M,ES,Estrangeiro,2024-04-18,Hotel,Não,2024,4,18,False,1.5,18-24
C001787,37,F,PT,Lisboa,2023-10-30,Restaurante,Sim,2023,10,30,True,2.0,35-44
C001570,33,F,PT,Porto,2024-09-16,Hotel,Não,2024,9,16,False,1.1,25-34
C001738,24,F,PT,Outro,2024-04-05,Hotel,Não,2024,4,5,False,1.5,18-24
C002252,66,F,UK,Estrangeiro,2024-01-25,Restaurante,Não,2024,1,25,False,1.7,65+
C004889,45,M,PT,Aveiro,2023-12-01,Restaurante,Não,2023,12,1,False,1.9,45-54
C001026,48,M,PT,Aveiro,2023-03-24,Ambos,Não,2023,3,24,False,2.6,45-54
C001955,32,F,PT,Braga,2023-09-11,Restaurante,Não,2023,9,11,False,2.1,25-34
C003613,39,M,PT,Aveiro,2024-12-17,Ambos,Sim,2024,12,17,True,0.8,35-44
C001563,18,F,ES,Estrangeiro,2024-06-21,Hotel,Não,2024,6,21,False,1.3,18-24
C005778,36,F,ES,Estrangeiro,2023-09-16,Restaurante,Sim,2023,9,16,True,2.1,35-44
C006290,36,M,PT,Lisboa,2023-07-22,Restaurante,Não,2023,7,22,False,2.2,35-44
C007467,36,F,PT,Coimbra,2023-12-20,Restaurante,Não,2023,12,20,False,1.8,35-44
C001331,66,M,UK,Estrangeiro,2024-05-02,Ambos,Sim,2024,5,2,True,1.5,65+
C006763,46,F,PT,Porto,2024-12-11,Hotel,Não,2024,12,11,False,0.9,45-54
C007879,32,F,PT,Lisboa,2023-10-22,Restaurante,Não,2023,10,22,False,2.0,25-34
C005723,29,M,ES,Estrangeiro,2024-08-01,Restaurante,Sim,2024,8,1,True,1.2,25-34
C002021,42,F,FR,Estrangeiro,2023-12-07,Restaurante,Não,2023,12,7,False,1.9,35-44
C000150,46,M,PT,Porto,2024-05-12,Restaurante,Não,2024,5,12,False,1.4,45-54
C005328,45,F,ES,Estrangeiro,2023-09-06,Restaurante,Não,2023,9,6,False,2.1,45-54
C005156,41,M,UK,Estrangeiro,2023-04-18,Restaurante,Não,2023,4,18,False,2.5,35-44
C007786,42,F,PT,Lisboa,2023-07-04,Restaurante,Não,2023,7,4,False,2.3,35-44
C001733,41,M,PT,Porto,2024-01-29,Restaurante,Não,2024,1,29,False,1.7,35-44
C000971,44,M,FR,Estrangeiro,2024-07-02,Ambos,Não,2024,7,2,False,1.3,35-44
C002339,42,M,PT,Porto,2024-04-12,Ambos,Não,2024,4,12,False,1.5,35-44
C001264,27,F,FR,Estrangeiro,2024-02-28,Restaurante,Não,2024,2,28,False,1.6,25-34
C000170,29,M,FR,Estrangeiro,2024-08-02,Restaurante,Não,2024,8,2,False,1.2,25-34
C004551,64,M,FR,Estrangeiro,2023-11-26,Ambos,Sim,2023,11,26,True,1.9,55-64
C001516,40,F,FR,Estrangeiro,2024-01-18,Hotel,Não,2024,1,18,False,1.7,35-44
C002860,45,M,PT,Aveiro,2023-07-12,Restaurante,Não,2023,7,12,False,2.3,45-54
C001480,35,F,PT,Lisboa,2024-07-04,Restaurante,Não,2024,7,4,False,1.3,35-44
C001616,80,M,Outro,Estrangeiro,2024-04-21,Hotel,Não,2024,4,21,False,1.5,65+
C002575,80,F,Outro,Estrangeiro,2024-10-04,Restaurante,Não,2024,10,4,False,1.0,65+
C005803,35,M,PT,Porto,2023-05-26,Restaurante,Não,2023,5,26,False,2.4,35-44
C004906,56,F,ES,Estrangeiro,2023-04-05,Hotel,Não,2023,4,5,False,2.5,55-64
C002580,70,F,PT,Braga,2024-01-12,Hotel,Não,2024,1,12,False,1.8,65+
C004249,49,F,PT,Porto,2023-10-25,Restaurante,Não,2023,10,25,False,2.0,45-54
C003439,21,M,PT,Porto,2024-06-03,Restaurante,Não,2024,6,3,False,1.4,18-24
C000234,31,F,PT,Porto,2024-01-06,Restaurante,Não,2024,1,6,False,1.8,25-34
C000354,39,M,FR,Estrangeiro,2023-02-20,Ambos,Sim,2023,2,20,True,2.7,35-44
C002230,58,F,PT,Porto,2023-04-12,Restaurante,Não,2023,4,12,False,2.5,55-64
C004634,55,M,PT,Aveiro,2023-08-09,Restaurante,Não,2023,8,9,False,2.2,55-64
C004514,27,M,PT,Aveiro,2024-07-08,Restaurante,Não,2024,7,8,False,1.3,25-34
C002878,31,M,PT,Lisboa,2023-05-08,Ambos,Sim,2023,5,8,True,2.4,25-34
C005811,59,F,PT,Lisboa,2024-07-08,Hotel,Não,2024,7,8,False,1.3,55-64
C002848,28,M,UK,Estrangeiro,2023-04-05,Restaurante,Não,2023,4,5,False,2.5,25-34
C003275,27,F,PT,Braga,2023-06-20,Hotel,Não,2023,6,20,False,2.3,25-34
C003827,23,M,ES,Estrangeiro,2024-03-31,Ambos,Sim,2024,3,31,True,1.5,18-24
C004921,68,M,PT,Braga,2024-03-17,Restaurante,Não,2024,3,17,False,1.6,65+
C001222,46,M,Outro,Estrangeiro,2023-11-28,Restaurante,Sim,2023,11,28,True,1.9,45-54
C004690,34,M,PT,Porto,2024-07-17,Hotel,Não,2024,7,17,False,1.3,25-34
C000510,28,F,PT,Lisboa,2023-12-15,Restaurante,Sim,2023,12,15,True,1.8,25-34
C000998,52,M,PT,Braga,2023-11-09,Restaurante,Sim,2023,11,9,True,1.9,45-54
C005565,42,M,FR,Estrangeiro,2023-09-06,Ambos,Sim,2023,9,6,True,2.1,35-44
C004512,58,F,DE,Estrangeiro,2024-09-18,Hotel,Não,2024,9,18,False,1.1,55-64
C007101,38,F,UK,Estrangeiro,2024-06-22,Ambos,Não,2024,6,22,False,1.3,35-44
C006926,20,F,PT,Lisboa,2024-07-02,Ambos,Sim,2024,7,2,True,1.3,18-24
C004687,29,M,Outro,Estrangeiro,2024-12-12,Restaurante,Sim,2024,12,12,True,0.8,25-34
C006791,40,M,ES,Estrangeiro,2023-08-14,Restaurante,Não,2023,8,14,False,2.2,35-44
C007252,30,M,DE,Estrangeiro,2024-12-16,Restaurante,Sim,2024,12,16,True,0.8,25-34
C005307,39,M,PT,Lisboa,2024-08-14,Restaurante,Sim,2024,8,14,True,1.2,35-44
C000539,58,F,FR,Estrangeiro,2024-12-05,Restaurante,Sim,2024,12,5,True,0.9,55-64
C007875,80,M,ES,Estrangeiro,2023-04-01,Hotel,Não,2023,4,1,False,2.5,65+
C003871,19,F,PT,Porto,2024-08-06,Hotel,Não,2024,8,6,False,1.2,18-24
C005455,57,M,DE,Estrangeiro,2024-04-18,Hotel,Não,2024,4,18,False,1.5,55-64
C003947,50,M,PT,Faro,2023-02-23,Ambos,Sim,2023,2,23,True,2.7,45-54
C007374,18,M,PT,Braga,2023-08-25,Hotel,Não,2023,8,25,False,2.1,18-24
C001840,38,M,PT,Lisboa,2023-06-16,Hotel,Não,2023,6,16,False,2.3,35-44
C001704,59,M,PT,Porto,2023-04-17,Ambos,Sim,2023,4,17,True,2.5,55-64
C006873,20,M,ES,Estrangeiro,2024-10-03,Restaurante,Não,2024,10,3,False,1.0,18-24
C004739,20,F,PT,Porto,2023-04-15,Restaurante,Sim,2023,4,15,True,2.5,18-24
C006675,56,M,PT,Porto,2023-07-06,Hotel,Não,2023,7,6,False,2.3,55-64
C007951,19,F,PT,Viseu,2023-12-20,Restaurante,Sim,2023,12,20,True,1.8,18-24
C002654,58,F,PT,Lisboa,2023-06-07,Hotel,Não,2023,6,7,False,2.4,55-64
C004951,45,F,PT,Viseu,2023-11-12,Restaurante,Sim,2023,11,12,True,1.9,45-54
C003423,48,F,UK,Estrangeiro,2024-12-24,Ambos,Sim,2024,12,24,True,0.8,45-54
C002971,18,M,FR,Estrangeiro,2023-03-18,Hotel,Não,2023,3,18,False,2.6,18-24
