cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual
C006817,18,M,PT,Braga,2024-07-25,Hotel,Não
C004510,40,M,Outro,,2024-10-20,Restaurante,Sim
C007166,40,F,PT,Faro,2024-12-07,Restaurante,Não
C005926,28,M,PT,Outro,2023-01-09,Ambos,Sim
C004596,44,F,PT,Aveiro,2023-10-28,Hotel,Não
C001791,18,M,ES,,2024-04-18,Hotel,Não
C001787,37,F,PT,Lisboa,2023-10-30,Restaurante,Sim
C001570,33,F,PT,Porto,2024-09-16,Hotel,Não
C001738,24,F,PT,Outro,2024-04-05,Hotel,Não
C002252,66,F,UK,,2024-01-25,Restaurante,Não
C004889,45,M,PT,Aveiro,2023-12-01,Restaurante,Não
C001026,48,M,PT,Aveiro,2023-03-24,Ambos,Não
C001955,32,F,PT,Braga,2023-09-11,Restaurante,Não
C003613,39,M,PT,Aveiro,2024-12-17,Ambos,Sim
C001563,18,F,ES,,2024-06-21,Hotel,Não
C005778,36,F,ES,,2023-09-16,Restaurante,Sim
C006290,36,M,PT,Lisboa,2023-07-22,Restaurante,Não
C007467,36,F,PT,Coimbra,2023-12-20,Restaurante,Não
C001331,66,M,UK,,2024-05-02,Ambos,Sim
C006763,46,F,PT,Porto,2024-12-11,Hotel,Não
C007879,32,F,PT,Lisboa,2023-10-22,Restaurante,Não
C005723,29,M,ES,,2024-08-01,Restaurante,Sim
C002021,42,F,FR,,2023-12-07,Restaurante,Não
C000150,46,M,PT,Porto,2024-05-12,Restaurante,Não
C005328,45,F,ES,,2023-09-06,Restaurante,Não
C005156,41,M,UK,,2023-04-18,Restaurante,Não
C007786,42,F,PT,Lisboa,2023-07-04,Restaurante,Não
C001733,41,M,PT,Porto,2024-01-29,Restaurante,Não
C000971,44,M,FR,,2024-07-02,Ambos,Não
C002339,42,M,PT,Porto,2024-04-12,Ambos,Não
C001264,27,F,FR,,2024-02-28,Restaurante,Não
C000170,29,M,FR,,2024-08-02,Restaurante,Não
C004551,64,M,FR,,2023-11-26,Ambos,Sim
C001516,40,F,FR,,2024-01-18,Hotel,Não
C002860,45,M,PT,Aveiro,2023-07-12,Restaurante,Não
C001480,35,F,PT,Lisboa,2024-07-04,Restaurante,Não
C001616,80,M,Outro,,2024-04-21,Hotel,Não
C002575,80,F,Outro,,2024-10-04,Restaurante,Não
C005803,35,M,PT,Porto,2023-05-26,Restaurante,Não
C004906,56,F,ES,,2023-04-05,Hotel,Não
C002580,70,F,PT,Braga,2024-01-12,Hotel,Não
C004249,49,F,PT,Porto,2023-10-25,Restaurante,Não
C003439,21,M,PT,Porto,2024-06-03,Restaurante,Não
C000234,31,F,PT,Porto,2024-01-06,Restaurante,Não
C000354,39,M,FR,,2023-02-20,Ambos,Sim
C002230,58,F,PT,Porto,2023-04-12,Restaurante,Não
C004634,55,M,PT,Aveiro,2023-08-09,Restaurante,Não
C004514,27,M,PT,Aveiro,2024-07-08,Restaurante,Não
C002878,31,M,PT,Lisboa,2023-05-08,Ambos,Sim
C005811,59,F,PT,Lisboa,2024-07-08,Hotel,Não
C002848,28,M,UK,,2023-04-05,Restaurante,Não
C003275,27,F,PT,Braga,2023-06-20,Hotel,Não
C003827,23,M,ES,,2024-03-31,Ambos,Sim
C004921,68,M,PT,Braga,2024-03-17,Restaurante,Não
C001222,46,M,Outro,,2023-11-28,Restaurante,Sim
C004690,34,M,PT,Porto,2024-07-17,Hotel,Não
C000510,28,F,PT,Lisboa,2023-12-15,Restaurante,Sim
C000998,52,M,PT,Braga,2023-11-09,Restaurante,Sim
C005565,42,M,FR,,2023-09-06,Ambos,Sim
C004512,58,F,DE,,2024-09-18,Hotel,Não
C007101,38,F,UK,,2024-06-22,Ambos,Não
C006926,20,F,PT,Lisboa,2024-07-02,Ambos,Sim
C004687,29,M,Outro,,2024-12-12,Restaurante,Sim
C006791,40,M,ES,,2023-08-14,Restaurante,Não
C007252,30,M,DE,,2024-12-16,Restaurante,Sim
C005307,39,M,PT,Lisboa,2024-08-14,Restaurante,Sim
C000539,58,F,FR,,2024-12-05,Restaurante,Sim
C007875,80,M,ES,,2023-04-01,Hotel,Não
C003871,19,F,PT,Porto,2024-08-06,Hotel,Não
C005455,57,M,DE,,2024-04-18,Hotel,Não
C003947,50,M,PT,Faro,2023-02-23,Ambos,Sim
C007374,18,M,PT,Braga,2023-08-25,Hotel,Não
C001840,38,M,PT,Lisboa,2023-06-16,Hotel,Não
C001704,59,M,PT,Porto,2023-04-17,Ambos,Sim
C006873,20,M,ES,,2024-10-03,Restaurante,Não
C004739,20,F,PT,Porto,2023-04-15,Restaurante,Sim
C006675,56,M,PT,Porto,2023-07-06,Hotel,Não
C007951,19,F,PT,Viseu,2023-12-20,Restaurante,Sim
C002654,58,F,PT,Lisboa,2023-06-07,Hotel,Não
C004951,45,F,PT,Viseu,2023-11-12,Restaurante,Sim
C003423,48,F,UK,,2024-12-24,Ambos,Sim
C002971,18,M,FR,,2023-03-18,Hotel,Não
C004185,34,F,ES,,2023-03-16,Restaurante,Não
C006305,18,M,PT,Porto,2023-12-29,Restaurante,Não
C002023,63,M,FR,,2024-06-02,Ambos,Não
C007609,35,F,PT,Porto,2023-03-31,Ambos,Sim
C005770,18,M,Outro,,2023-10-27,Restaurante,Não
C001006,48,F,PT,Lisboa,2023-09-04,Restaurante,Não
C006077,21,M,DE,,2023-09-22,Restaurante,Não
C001321,42,F,PT,Lisboa,2024-04-06,Hotel,Não
C005762,50,F,PT,Braga,2024-07-20,Restaurante,Não
C005892,53,M,FR,,2024-11-15,Restaurante,Não
C002756,34,F,UK,,2023-10-05,Hotel,Sim
C007459,32,F,PT,Aveiro,2023-11-09,Hotel,Sim
C000409,43,M,ES,,2023-06-07,Hotel,Não
C001198,50,F,FR,,2023-06-06,Ambos,Não
C007871,66,M,PT,Braga,2024-04-19,Restaurante,Não
C007711,47,F,PT,Porto,2023-05-08,Restaurante,Não
C007881,20,F,PT,Coimbra,2023-11-04,Restaurante,Não
C001324,49,M,ES,,2024-01-26,Hotel,Não
C001057,41,M,ES,,2023-08-01,Restaurante,Sim
C004670,42,F,ES,,2024-10-14,Restaurante,Não
C003800,25,F,DE,,2023-01-29,Hotel,Não
C003013,21,F,UK,,2024-11-10,Restaurante,Não
C001671,38,M,FR,,2024-07-06,Ambos,Sim
C000941,21,M,ES,,2024-03-20,Restaurante,Sim
C003306,58,M,PT,Lisboa,2024-02-26,Hotel,Sim
C007174,51,M,Outro,,2023-05-05,Restaurante,Não
C005492,58,M,PT,Aveiro,2023-05-15,Ambos,Sim
C002777,37,M,PT,Braga,2023-06-11,Restaurante,Não
C000577,45,M,FR,,2024-10-25,Hotel,Não
C003419,21,M,FR,,2023-06-07,Restaurante,Não
C001742,39,M,FR,,2023-08-27,Hotel,Não
C001670,50,M,PT,Braga,2024-11-10,Hotel,Não
C005357,18,F,UK,,2024-06-05,Restaurante,Não
C002923,38,F,PT,Porto,2024-05-14,Restaurante,Sim
C005047,18,F,PT,Coimbra,2023-04-02,Restaurante,Não
C000178,65,F,PT,Porto,2023-03-30,Restaurante,Não
C007221,59,M,FR,,2024-02-07,Restaurante,Não
C001818,30,F,PT,Porto,2023-12-20,Restaurante,Sim
C006621,18,F,ES,,2024-12-13,Restaurante,Não
C001729,47,F,FR,,2024-02-15,Restaurante,Sim
C005924,43,F,PT,Porto,2024-01-18,Restaurante,Não
C005547,74,F,PT,Outro,2023-09-21,Hotel,Não
C003935,42,F,PT,Porto,2023-01-21,Hotel,Não
C000329,51,F,PT,Braga,2023-10-29,Restaurante,Não
C002555,28,M,PT,Coimbra,2024-08-10,Restaurante,Não
C002125,42,M,UK,,2024-08-22,Ambos,Não
C005783,49,M,ES,,2024-04-30,Restaurante,Não
C006386,62,F,PT,Porto,2023-01-04,Restaurante,Não
C007342,48,M,PT,Faro,2023-02-08,Restaurante,Sim
C002893,54,F,UK,,2023-06-12,Hotel,Não
C006063,36,M,PT,Porto,2023-04-07,Hotel,Não
C004418,18,M,PT,Faro,2024-10-08,Ambos,Não
C003258,30,F,ES,,2023-08-29,Restaurante,Não
C005665,34,F,PT,Lisboa,2023-06-20,Restaurante,Não
C004002,41,F,PT,Viseu,2024-05-14,Restaurante,Não
C007163,50,F,PT,Porto,2023-03-26,Restaurante,Não
C001298,37,M,FR,,2023-09-27,Restaurante,Não
C004533,50,M,PT,Lisboa,2024-07-22,Restaurante,Não
C004519,47,F,PT,Aveiro,2024-01-01,Hotel,Não
C005191,31,F,ES,,2023-04-13,Ambos,Sim
C006660,46,F,PT,Aveiro,2024-04-16,Restaurante,Sim
C007790,60,F,PT,Viseu,2024-08-07,Restaurante,Não
C007642,43,M,PT,Porto,2024-09-06,Restaurante,Não
C000182,28,M,PT,Lisboa,2023-09-22,Restaurante,Não
C004297,25,F,PT,Outro,2024-05-05,Ambos,Sim
C004536,31,M,ES,,2024-03-31,Hotel,Sim
C007443,43,F,FR,,2024-01-06,Restaurante,Sim
C001296,40,M,ES,,2023-08-24,Restaurante,Não
C004961,36,F,PT,Porto,2023-02-01,Restaurante,Não
C005827,40,M,PT,Outro,2023-12-02,Hotel,Não
C000743,32,M,FR,,2024-07-03,Restaurante,Sim
C002209,36,M,PT,Aveiro,2023-01-03,Hotel,Não
C006790,52,M,ES,,2023-06-12,Restaurante,Não
C001184,18,F,DE,,2023-01-12,Hotel,Não
C007988,36,M,PT,Lisboa,2023-05-08,Restaurante,Não
C003397,50,F,PT,Coimbra,2023-09-22,Ambos,Sim
C003124,36,F,PT,Lisboa,2023-08-22,Restaurante,Não
C000042,44,M,PT,Lisboa,2024-07-16,Hotel,Sim
C006426,50,F,FR,,2023-03-21,Hotel,Não
C004367,33,F,ES,,2024-01-08,Restaurante,Não
C003911,19,F,PT,Lisboa,2024-02-07,Restaurante,Não
C006858,37,F,PT,Lisboa,2023-09-27,Restaurante,Não
C000218,38,F,PT,Lisboa,2023-11-08,Hotel,Não
C000186,53,M,FR,,2024-10-23,Hotel,Não
C003140,37,F,DE,,2023-07-30,Restaurante,Não
C005465,18,M,FR,,2023-08-11,Ambos,Não
C003568,59,F,FR,,2023-03-16,Hotel,Não
C006986,33,F,PT,Viseu,2023-10-05,Restaurante,Não
C004439,36,M,PT,Porto,2023-09-28,Ambos,Não
C000713,33,M,PT,Porto,2024-02-07,Restaurante,Não
C001415,31,M,UK,,2023-05-13,Restaurante,Não
C002803,47,F,FR,,2023-05-13,Hotel,Não
C000088,47,M,ES,,2023-10-11,Ambos,Sim
C005881,18,F,UK,,2023-04-27,Ambos,Sim
C006563,38,M,PT,Coimbra,2023-09-24,Ambos,Sim
C007018,28,F,PT,Lisboa,2024-08-09,Restaurante,Não
C006607,29,M,Outro,,2023-05-22,Hotel,Não
C001028,43,M,PT,Porto,2023-06-22,Restaurante,Sim
C002551,18,F,PT,Faro,2023-08-13,Restaurante,Não
C002113,42,F,PT,Porto,2024-05-03,Restaurante,Não
C000258,30,M,PT,Coimbra,2023-09-29,Hotel,Não
C007793,27,M,ES,,2024-09-04,Hotel,Não
C003247,49,F,ES,,2024-06-09,Ambos,Sim
C007687,34,F,ES,,2023-07-05,Restaurante,Não
C004672,18,M,FR,,2023-11-14,Restaurante,Não
C003783,25,F,UK,,2024-02-29,Restaurante,Não
C000707,21,F,PT,Lisboa,2024-02-10,Restaurante,Não
C002454,30,F,ES,,2023-10-23,Hotel,Não
C001657,44,M,FR,,2024-05-13,Hotel,Sim
C004846,50,M,ES,,2024-10-10,Restaurante,Sim
C005868,30,F,PT,Aveiro,2023-12-23,Ambos,Sim
C003476,21,F,PT,Coimbra,2024-10-12,Restaurante,Não
C000544,65,M,PT,Lisboa,2024-03-04,Hotel,Não
C002352,51,F,ES,,2024-05-09,Hotel,Não
C002796,28,M,PT,Braga,2023-11-13,Restaurante,Não
C004696,38,F,ES,,2023-05-04,Hotel,Não
C005445,54,M,PT,Porto,2024-01-13,Restaurante,Não
C007040,29,M,PT,Braga,2024-03-03,Restaurante,Não
C002288,37,M,PT,Faro,2024-06-29,Restaurante,Sim
C001054,46,M,PT,Coimbra,2024-05-24,Restaurante,Não
C005563,32,M,PT,Porto,2023-03-16,Restaurante,Não
C006054,55,M,FR,,2023-06-05,Hotel,Não
C000382,32,F,PT,Porto,2024-03-28,Restaurante,Não
C000057,28,M,PT,Lisboa,2023-05-24,Ambos,Não
C000070,31,M,ES,,2024-11-22,Hotel,Não
C003208,55,M,ES,,2024-10-09,Hotel,Sim
C002752,67,M,ES,,2023-07-02,Ambos,Sim
C001430,37,F,FR,,2024-10-15,Restaurante,Não
C001546,49,F,ES,,2023-05-01,Restaurante,Não
C001128,29,F,PT,Aveiro,2023-07-24,Restaurante,Não
C003321,45,M,PT,Aveiro,2024-09-20,Restaurante,Não
C006612,57,M,PT,Lisboa,2024-03-20,Restaurante,Não
C002488,41,M,FR,,2024-10-22,Restaurante,Não
C007783,43,F,PT,Lisboa,2023-09-05,Hotel,Não
C003008,18,M,FR,,2023-04-07,Hotel,Não
C000446,52,M,UK,,2024-12-02,Restaurante,Não
C007565,47,F,PT,Porto,2023-12-29,Restaurante,Não
C006512,56,M,Outro,,2024-09-05,Restaurante,Não
C004882,63,F,PT,Coimbra,2023-10-24,Restaurante,Não
C000801,57,M,PT,Porto,2023-04-08,Restaurante,Não
C003559,40,M,Outro,,2023-02-27,Restaurante,Não
C003207,29,F,PT,Porto,2024-03-07,Hotel,Não
C006665,30,F,PT,Porto,2024-10-19,Restaurante,Não
C007588,55,M,PT,Porto,2023-08-12,Ambos,Sim
C002346,59,M,UK,,2023-10-29,Restaurante,Não
C007399,48,M,PT,Porto,2024-07-11,Ambos,Sim
C006475,18,F,PT,Lisboa,2024-09-01,Restaurante,Não
C000020,19,M,FR,,2023-02-27,Restaurante,Não
C007384,29,F,FR,,2023-01-04,Ambos,Sim
C005334,61,M,PT,Aveiro,2024-03-09,Hotel,Não
C006533,66,M,PT,Lisboa,2023-04-13,Ambos,Não
C001512,38,F,ES,,2024-09-19,Hotel,Não
C000829,35,M,PT,Lisboa,2024-06-07,Restaurante,Não
C007432,19,M,PT,Viseu,2023-01-14,Restaurante,Sim
C007154,52,M,FR,,2023-12-17,Hotel,Não
C004673,49,M,DE,,2023-07-14,Restaurante,Não
C006537,26,F,PT,Faro,2024-05-17,Restaurante,Sim
C000477,51,F,PT,Aveiro,2023-03-31,Hotel,Sim
C005669,18,M,FR,,2024-04-03,Ambos,Sim
C006574,34,M,ES,,2024-07-11,Restaurante,Não
C002677,47,F,Outro,,2023-05-30,Restaurante,Não
C000469,33,M,ES,,2024-01-15,Restaurante,Sim
C007417,54,M,ES,,2024-03-27,Restaurante,Sim
C000309,50,M,Outro,,2024-01-12,Hotel,Não
C007429,45,F,ES,,2024-09-07,Hotel,Não
C002926,46,M,ES,,2024-03-15,Hotel,Não
C001651,51,M,PT,Braga,2024-10-02,Restaurante,Não
C004086,38,M,ES,,2023-01-12,Restaurante,Não
C005326,41,M,ES,,2024-03-07,Hotel,Não
C005429,29,F,ES,,2023-12-16,Ambos,Sim
C001967,38,M,PT,Porto,2024-08-10,Restaurante,Não
C005846,33,M,PT,Aveiro,2024-02-23,Restaurante,Não
C005775,46,M,PT,Outro,2023-02-10,Ambos,Sim
C007283,73,F,PT,Lisboa,2023-02-21,Restaurante,Não
C006045,43,M,Outro,,2023-07-13,Restaurante,Não
C004627,31,M,UK,,2024-11-27,Hotel,Não
C000081,38,F,ES,,2024-10-31,Restaurante,Não
C002133,52,M,PT,Faro,2023-12-22,Hotel,Não
C000642,68,M,PT,Porto,2023-11-26,Restaurante,Não
C002895,50,M,ES,,2024-08-30,Hotel,Sim
C002437,39,M,PT,Lisboa,2023-03-09,Restaurante,Sim
C003890,55,M,PT,Porto,2023-03-01,Hotel,Não
C003667,53,M,PT,Faro,2023-06-16,Restaurante,Não
C001510,65,F,PT,Porto,2023-05-15,Restaurante,Não
C007727,21,F,ES,,2023-09-25,Hotel,Não
C001169,51,M,PT,Lisboa,2023-03-31,Restaurante,Sim
C004199,18,F,PT,Viseu,2024-12-05,Restaurante,Não
C001406,29,F,ES,,2024-04-09,Hotel,Sim
C004732,41,F,PT,Lisboa,2024-08-10,Ambos,Não
C002222,31,M,PT,Braga,2024-08-13,Restaurante,Não
C002974,73,F,PT,Porto,2024-08-27,Restaurante,Não
C006023,80,F,FR,,2023-06-01,Ambos,Sim
C004928,45,F,Outro,,2023-06-03,Ambos,Não
C006684,41,F,PT,Lisboa,2024-03-29,Restaurante,Não
C005153,50,F,Outro,,2024-06-24,Restaurante,Não
C000119,60,M,PT,Braga,2024-01-24,Restaurante,Não
C003146,49,F,PT,Porto,2023-05-21,Restaurante,Não
C003026,35,M,PT,Porto,2023-10-24,Restaurante,Não
C004669,28,F,PT,Lisboa,2023-05-29,Hotel,Não
C005934,18,M,ES,,2023-06-27,Hotel,Não
C004621,34,M,PT,Porto,2023-01-28,Restaurante,Não
C004111,60,F,FR,,2024-07-07,Restaurante,Sim
C004936,50,F,ES,,2024-07-06,Hotel,Não
C004268,18,M,FR,,2024-07-20,Restaurante,Não
C004527,19,M,PT,Aveiro,2023-11-03,Restaurante,Sim
C003785,49,F,ES,,2024-02-01,Restaurante,Não
C007829,45,M,UK,,2024-06-19,Restaurante,Não
C007688,50,M,PT,Outro,2023-09-05,Hotel,Não
C001730,71,M,ES,,2024-10-24,Restaurante,Não
C002665,49,M,PT,Aveiro,2024-02-14,Hotel,Não
C002099,18,F,PT,Porto,2023-11-04,Restaurante,Não
C002885,18,F,PT,Outro,2024-03-16,Restaurante,Sim
C002992,51,F,PT,Lisboa,2023-10-10,Restaurante,Sim
C006315,59,F,FR,,2024-07-06,Restaurante,Não
C007599,57,M,PT,Lisboa,2024-05-13,Restaurante,Não
C002573,37,F,Outro,,2023-07-03,Hotel,Não
C007758,79,F,FR,,2023-09-08,Hotel,Não
C001058,60,F,PT,Porto,2024-11-18,Ambos,Sim
C003806,50,M,FR,,2024-01-02,Restaurante,Não
C005834,55,M,UK,,2024-04-17,Hotel,Sim
C005635,29,F,PT,Aveiro,2024-10-06,Hotel,Não
C006246,49,M,DE,,2023-10-26,Restaurante,Não
C007900,34,M,DE,,2024-08-06,Restaurante,Não
C005872,45,M,UK,,2023-11-03,Restaurante,Não
C003313,75,M,PT,Aveiro,2023-06-15,Ambos,Não
C002472,79,M,FR,,2023-11-04,Hotel,Não
C005081,26,F,PT,Lisboa,2024-02-25,Restaurante,Não
C004005,20,M,ES,,2024-05-21,Restaurante,Sim
C003986,18,M,PT,Coimbra,2024-01-06,Ambos,Sim
C007987,45,F,UK,,2023-12-21,Ambos,Sim
C006401,47,M,ES,,2024-06-13,Restaurante,Não
C007480,36,F,PT,Lisboa,2023-09-28,Ambos,Sim
C000774,57,M,UK,,2024-08-06,Restaurante,Não
C007993,68,F,FR,,2024-05-10,Hotel,Não
C006776,55,F,ES,,2023-12-11,Restaurante,Não
C007249,18,M,PT,Lisboa,2024-11-27,Hotel,Não
C003902,39,F,PT,Lisboa,2024-12-28,Restaurante,Sim
C000051,47,M,ES,,2023-10-13,Ambos,Não
C005500,67,F,PT,Braga,2024-02-03,Restaurante,Não
C000734,18,M,PT,Lisboa,2023-04-22,Ambos,Sim
C000246,36,F,PT,Coimbra,2023-10-01,Restaurante,Não
C005851,45,F,UK,,2024-05-23,Restaurante,Não
C000180,80,F,ES,,2024-11-15,Restaurante,Não
C007033,50,M,PT,Coimbra,2024-07-12,Restaurante,Sim
C000018,47,M,ES,,2023-06-25,Hotel,Não
C002183,39,F,PT,Coimbra,2024-03-08,Restaurante,Não
C005931,26,F,FR,,2023-01-23,Ambos,Não
C003928,49,F,PT,Porto,2023-11-07,Restaurante,Não
C007809,68,F,PT,Lisboa,2023-09-05,Restaurante,Não
C006217,42,F,ES,,2024-04-05,Restaurante,Não
C004271,39,F,ES,,2023-01-22,Hotel,Não
C007936,55,F,FR,,2023-07-08,Hotel,Não
C004609,52,F,UK,,2023-05-06,Restaurante,Não
C002940,35,F,UK,,2023-07-22,Restaurante,Não
C004337,18,M,ES,,2023-06-18,Hotel,Não
C003659,44,F,UK,,2023-01-17,Restaurante,Não
C001374,18,F,FR,,2024-05-18,Hotel,Não
C001088,45,M,PT,Porto,2024-06-03,Restaurante,Não
C000322,51,M,PT,Porto,2024-09-21,Ambos,Sim
C002128,59,F,Outro,,2024-05-22,Restaurante,Não
C004661,65,F,Outro,,2024-08-17,Restaurante,Não
C001488,18,F,UK,,2024-10-26,Restaurante,Não
C004369,31,M,UK,,2023-09-16,Restaurante,Sim
C004872,63,M,PT,Aveiro,2023-08-11,Hotel,Não
C005096,36,M,UK,,2023-07-08,Hotel,Sim
C006826,32,M,ES,,2024-07-13,Restaurante,Não
C000966,65,F,PT,Aveiro,2023-03-10,Restaurante,Não
C007874,27,M,ES,,2023-05-06,Hotel,Não
C007136,50,F,ES,,2024-03-16,Restaurante,Não
C006038,18,M,PT,Faro,2024-08-26,Ambos,Não
C006072,18,M,PT,Porto,2023-06-29,Restaurante,Sim
C001666,41,F,FR,,2023-04-26,Restaurante,Sim
C004520,27,F,ES,,2023-06-18,Restaurante,Não
C001794,52,M,DE,,2023-01-06,Hotel,Não
C005039,67,M,UK,,2024-02-21,Restaurante,Sim
C005474,33,F,UK,,2024-11-06,Restaurante,Sim
C004032,19,M,PT,Porto,2023-07-19,Restaurante,Não
C004317,23,F,UK,,2023-09-22,Ambos,Não
C007731,66,F,FR,,2023-01-18,Hotel,Não
C006373,59,M,UK,,2024-03-14,Restaurante,Não
C005650,57,M,ES,,2024-09-26,Restaurante,Não
C002182,36,M,PT,Coimbra,2024-08-29,Restaurante,Sim
C005787,40,F,DE,,2023-02-18,Restaurante,Não
C007899,20,F,FR,,2024-07-27,Restaurante,Não
C004797,49,F,PT,Porto,2023-05-17,Hotel,Não
C004450,65,F,PT,Porto,2023-06-12,Restaurante,Não
C005822,46,M,ES,,2024-07-23,Hotel,Não
C005401,22,F,PT,Coimbra,2024-01-30,Restaurante,Não
C002523,47,F,ES,,2023-01-04,Hotel,Não
C005254,18,M,PT,Porto,2023-12-27,Restaurante,Não
C005138,53,F,FR,,2024-05-30,Restaurante,Não
C004025,31,F,FR,,2024-01-08,Restaurante,Não
C001173,43,F,PT,Lisboa,2023-05-02,Restaurante,Sim
C006419,49,F,PT,Aveiro,2023-06-23,Restaurante,Não
C003459,42,F,PT,Lisboa,2024-09-24,Hotel,Sim
C006671,45,M,PT,Aveiro,2024-02-09,Restaurante,Sim
C002938,38,M,ES,,2024-10-23,Restaurante,Não
C000436,43,M,ES,,2024-08-11,Ambos,Sim
C003514,18,M,ES,,2024-04-15,Hotel,Não
C001490,62,M,DE,,2024-05-11,Restaurante,Não
C003471,40,F,PT,Aveiro,2023-07-10,Hotel,Não
C004929,21,F,PT,Porto,2024-08-28,Ambos,Sim
C005663,42,F,ES,,2024-06-15,Hotel,Não
C001558,29,M,Outro,,2024-08-15,Hotel,Não
C000995,25,M,ES,,2023-10-03,Restaurante,Não
C000859,33,M,DE,,2023-01-02,Restaurante,Sim
C002759,23,M,PT,Lisboa,2024-05-04,Restaurante,Não
C001534,39,M,FR,,2023-04-26,Hotel,Não
C004018,53,M,FR,,2024-09-16,Restaurante,Não
C003348,67,M,UK,,2023-08-08,Ambos,Não
C003232,18,F,PT,Lisboa,2023-06-23,Ambos,Não
C005104,43,M,PT,Porto,2023-07-01,Restaurante,Não
C006762,38,F,PT,Porto,2024-10-20,Restaurante,Não
C005495,48,M,ES,,2024-09-14,Hotel,Não
C007504,43,F,DE,,2024-03-22,Hotel,Não
C003438,21,M,ES,,2024-02-19,Ambos,Sim
C000487,31,M,PT,Outro,2024-05-05,Restaurante,Não
C003096,62,M,PT,Lisboa,2024-10-08,Hotel,Não
C000200,23,F,DE,,2024-05-04,Hotel,Não
C006276,43,F,PT,Outro,2023-04-27,Restaurante,Não
C002058,55,M,PT,Lisboa,2023-12-14,Restaurante,Não
C005636,53,M,PT,Viseu,2023-03-07,Hotel,Não
C007817,32,F,PT,Faro,2024-11-19,Restaurante,Sim
C002459,49,F,PT,Braga,2023-03-08,Restaurante,Sim
C000983,26,F,FR,,2024-01-18,Restaurante,Não
C007665,56,M,FR,,2023-10-04,Hotel,Não
C003435,78,F,PT,Outro,2024-03-07,Restaurante,Sim
C007561,18,M,ES,,2024-12-19,Restaurante,Não
C002593,41,M,PT,Porto,2023-02-05,Ambos,Não
C005472,48,F,FR,,2023-12-19,Hotel,Não
C005163,40,M,Outro,,2024-11-06,Restaurante,Não
C004356,53,F,PT,Aveiro,2024-02-15,Hotel,Não
C005082,44,M,PT,Braga,2023-12-02,Restaurante,Não
C006536,55,F,UK,,2023-01-07,Restaurante,Não
C006429,63,M,PT,Porto,2024-11-23,Restaurante,Não
C002227,64,F,PT,Lisboa,2023-11-25,Ambos,Não
C004081,52,M,PT,Aveiro,2023-12-02,Restaurante,Não
C004978,43,M,UK,,2024-12-17,Hotel,Sim
C001502,33,F,ES,,2023-07-31,Hotel,Não
C000712,40,F,PT,Aveiro,2024-05-17,Ambos,Sim
C000355,41,M,PT,Braga,2024-05-12,Restaurante,Sim
C002797,51,M,ES,,2024-10-15,Hotel,Não
C004060,38,F,PT,Aveiro,2024-11-17,Hotel,Não
C000049,47,M,FR,,2023-03-02,Restaurante,Não
C003033,49,F,PT,Aveiro,2024-03-18,Restaurante,Sim
C000643,37,F,PT,Lisboa,2024-01-03,Restaurante,Não
C004127,27,F,PT,Aveiro,2024-01-18,Hotel,Não
C006799,37,M,PT,Outro,2024-06-26,Ambos,Não
C000177,42,F,PT,Coimbra,2024-08-29,Restaurante,Não
C001872,38,F,PT,Faro,2024-10-22,Ambos,Não
C002317,55,M,PT,Lisboa,2024-10-29,Restaurante,Não
C000787,55,F,ES,,2024-12-15,Restaurante,Sim
C004794,46,F,UK,,2023-10-02,Restaurante,Não
C003255,47,M,PT,Porto,2024-07-25,Restaurante,Não
C007489,46,M,PT,Braga,2023-11-08,Ambos,Não
C001804,18,M,UK,,2024-02-20,Restaurante,Sim
C004197,59,F,PT,Lisboa,2023-12-01,Restaurante,Sim
C004217,71,M,Outro,,2024-07-17,Ambos,Sim
C000933,18,F,PT,Lisboa,2024-07-13,Hotel,Não
C000092,57,M,DE,,2024-12-08,Hotel,Sim
C001303,39,F,FR,,2023-08-29,Hotel,Não
C002064,40,F,PT,Porto,2024-05-18,Restaurante,Não
C001401,25,F,UK,,2024-05-11,Restaurante,Não
C005863,36,F,ES,,2023-10-25,Restaurante,Não
C007682,29,M,PT,Coimbra,2023-05-18,Restaurante,Não
C005839,22,F,PT,Coimbra,2024-12-05,Restaurante,Sim
C000531,52,M,PT,Porto,2023-12-08,Hotel,Não
C003572,62,M,FR,,2024-03-29,Ambos,Sim
C006553,48,F,Outro,,2023-01-06,Ambos,Sim
C004954,57,F,PT,Porto,2023-09-15,Ambos,Sim
C001941,46,M,DE,,2023-02-02,Restaurante,Não
C003200,48,M,PT,Outro,2024-02-24,Restaurante,Sim
C005412,33,M,UK,,2023-10-16,Restaurante,Sim
C003993,18,M,PT,Aveiro,2024-03-05,Restaurante,Não
C000107,72,F,ES,,2024-02-14,Hotel,Não
C005687,62,M,ES,,2023-02-11,Restaurante,Não
C003593,78,F,PT,Lisboa,2024-02-07,Hotel,Não
C002919,43,F,PT,Coimbra,2024-03-22,Restaurante,Não
C005754,20,F,ES,,2023-04-07,Restaurante,Não
C003405,48,F,UK,,2024-04-12,Ambos,Sim
C000132,43,F,PT,Coimbra,2024-12-13,Hotel,Não
C006142,41,F,PT,Lisboa,2023-02-27,Ambos,Não
C001727,33,M,PT,Outro,2024-05-08,Restaurante,Não
C007300,59,M,PT,Porto,2023-09-11,Restaurante,Não
